"Supplementary Table 4. IER, proportion and size of the 65+ year old Medicare population, and proportion of the deaths among the 65+ year old Medicare population that are expected to exceed K-fold of US average risk within each of the 3113 US counties",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
40115,36.835764,-94.802681,Oklahoma,Ottawa County,2963,"4.11 (3.92, 5.04)","82.4% (80.1%, 86.8%)","  2,443 (2,373, 2,572)","64.1% (61.3%, 71.0%)","  1,899 (1,817, 2,102)","25.3% (23.4%, 32.6%)","    749 (695, 965)","7.5% (7.0%, 11.4%)","    221 (206, 339)","96.6% (96.0%, 97.9%)","89.5% (88.4%, 92.8%)","59.0% (57.7%, 68.1%)","29.2% (28.0%, 39.1%)"
40117,36.313704,-96.696669,Oklahoma,Pawnee County,1608,"2.37 (2.23, 2.94)","64.6% (60.8%, 72.5%)","  1,039 (978, 1,166)","41.1% (37.8%, 50.4%)","    660 (607, 810)","9.6% (8.6%, 14.8%)","    155 (138, 238)","1.7% (1.5%, 3.3%)","     27 (24, 53)","89.0% (87.4%, 92.9%)","73.4% (71.1%, 81.0%)","32.5% (30.7%, 43.2%)","10.2% (9.5%, 16.9%)"
40119,36.079225,-96.975255,Oklahoma,Payne County,5170,"3.1 (2.93, 3.76)","74.5% (71.6%, 80.7%)","  3,854 (3,700, 4,174)","52.8% (49.7%, 61.2%)","  2,731 (2,567, 3,164)","16.2% (14.7%, 22.2%)","    838 (761, 1,148)","3.7% (3.3%, 6.1%)","    192 (170, 316)","93.7% (92.7%, 95.9%)","82.6% (80.9%, 87.6%)","45.2% (43.1%, 54.9%)","17.9% (16.7%, 25.3%)"
40121,34.92554,-95.74813,Oklahoma,Pittsburg County,4574,"3.43 (3.27, 4.21)","77.4% (74.5%, 82.9%)","  3,538 (3,407, 3,792)","56.8% (53.5%, 64.7%)","  2,597 (2,445, 2,958)","19.2% (17.8%, 25.9%)","    880 (814, 1,185)","4.9% (4.5%, 8.0%)","    223 (204, 364)","94.9% (94.0%, 96.7%)","85.4% (84.0%, 89.8%)","50.5% (48.9%, 60.3%)","21.9% (21.0%, 30.8%)"
40123,34.721071,-96.692738,Oklahoma,Pontotoc County,3158,"3.66 (3.49, 4.53)","78.2% (75.5%, 83.5%)","  2,471 (2,384, 2,638)","58.5% (55.3%, 66.2%)","  1,849 (1,746, 2,090)","21.3% (19.7%, 28.2%)","    672 (623, 889)","5.9% (5.4%, 9.4%)","    187 (172, 296)","95.4% (94.7%, 97.1%)","86.9% (85.6%, 90.9%)","54.3% (52.7%, 64.0%)","25.6% (24.5%, 34.9%)"
40125,35.211393,-96.957007,Oklahoma,Pottawatomie County,5905,"3.27 (3.11, 4.01)","76.3% (73.3%, 82.0%)","  4,503 (4,328, 4,844)","55.1% (51.8%, 63.2%)","  3,254 (3,061, 3,734)","17.8% (16.4%, 24.3%)","  1,050 (967, 1,433)","4.3% (3.9%, 7.1%)","    252 (232, 419)","94.4% (93.4%, 96.4%)","84.1% (82.7%, 88.9%)","47.9% (46.4%, 57.9%)","19.8% (19.0%, 28.3%)"
40127,34.377896,-95.408085,Oklahoma,Pushmataha County,1325,"3.54 (3.38, 4.36)","78.6% (75.7%, 83.9%)","  1,042 (1,002, 1,112)","58.4% (55.0%, 66.2%)","    774 (729, 877)","20.3% (18.8%, 27.3%)","    269 (250, 362)","5.3% (4.9%, 8.6%)","     70 (65, 114)","95.3% (94.5%, 97.0%)","86.2% (84.9%, 90.6%)","51.9% (50.6%, 62.1%)","22.9% (22.2%, 32.6%)"
40129,35.708554,-99.741572,Oklahoma,Roger Mills County,415,"1.97 (1.85, 2.41)","56.7% (53.0%, 65.2%)","    235 (220, 271)","33.0% (30.2%, 41.7%)","    137 (125, 173)","6.3% (5.5%, 10.0%)","     26 (23, 42)","0.9% (0.8%, 1.8%)","      4 (3, 8)","84.4% (82.4%, 89.3%)","65.6% (63.0%, 74.1%)","24.6% (22.6%, 33.8%)","6.6% (5.7%, 10.9%)"
40131,36.378082,-95.601337,Oklahoma,Rogers County,7429,"2.03 (1.91, 2.5)","57.4% (53.8%, 65.6%)","  4,262 (3,998, 4,874)","34.0% (31.2%, 42.7%)","  2,528 (2,319, 3,170)","6.9% (6.1%, 11.0%)","    513 (456, 818)","1.1% (0.9%, 2.2%)","     81 (70, 162)","85.1% (83.4%, 89.9%)","67.1% (64.9%, 75.7%)","26.5% (24.8%, 36.3%)","7.5% (6.9%, 12.9%)"
40133,35.158366,-96.602857,Oklahoma,Seminole County,2338,"3.67 (3.51, 4.52)","78.9% (76.1%, 84.0%)","  1,846 (1,780, 1,965)","59.2% (55.9%, 66.8%)","  1,384 (1,308, 1,561)","21.4% (19.9%, 28.3%)","    500 (465, 663)","5.8% (5.4%, 9.4%)","    136 (127, 219)","95.5% (94.8%, 97.2%)","87.0% (85.8%, 91.0%)","53.9% (52.6%, 64.0%)","24.9% (24.3%, 34.7%)"
40135,35.502435,-94.750757,Oklahoma,Sequoyah County,3908,"3.94 (3.76, 4.83)","82.4% (79.8%, 86.8%)","  3,220 (3,119, 3,390)","63.4% (60.6%, 70.5%)","  2,479 (2,368, 2,753)","23.9% (22.2%, 31.3%)","    934 (869, 1,222)","6.6% (6.2%, 10.4%)","    258 (242, 408)","96.4% (95.8%, 97.7%)","88.8% (87.6%, 92.4%)","56.4% (55.1%, 66.0%)","26.2% (25.4%, 36.5%)"
40137,34.481361,-97.855607,Oklahoma,Stephens County,4551,"2.85 (2.68, 3.52)","69.7% (66.8%, 76.6%)","  3,172 (3,042, 3,484)","47.9% (44.8%, 56.5%)","  2,180 (2,041, 2,569)","14.2% (12.7%, 20.0%)","    645 (579, 909)","3.2% (2.8%, 5.5%)","    148 (129, 250)","92.1% (91.0%, 94.9%)","80.1% (78.1%, 85.9%)","43.1% (40.7%, 53.0%)","17.2% (15.8%, 24.9%)"
40139,36.741964,-101.488434,Oklahoma,Texas County,1275,"3.21 (3.01, 3.89)","76.0% (73.2%, 82.1%)","    969 (933, 1,047)","54.6% (51.3%, 62.8%)","    696 (655, 801)","17.2% (15.5%, 23.4%)","    220 (197, 298)","4.0% (3.5%, 6.4%)","     52 (44, 82)","94.2% (93.2%, 96.3%)","83.6% (81.7%, 88.4%)","46.8% (44.1%, 55.9%)","18.9% (17.2%, 26.0%)"
40141,34.371085,-98.931701,Oklahoma,Tillman County,781,"4.33 (4.09, 5.28)","81.8% (79.5%, 86.6%)","    639 (621, 676)","64.1% (61.1%, 71.2%)","    501 (477, 556)","26.8% (24.7%, 33.9%)","    209 (193, 264)","8.6% (7.7%, 12.6%)","     68 (60, 98)","96.7% (96.1%, 98.0%)","90.2% (89.1%, 93.3%)","62.3% (60.0%, 70.2%)","33.4% (31.4%, 42.0%)"
40143,36.12012,-95.941731,Oklahoma,Tulsa County,46143,"3.38 (3.2, 4.12)","75.8% (73.0%, 81.6%)"," 34,993 (33,692, 37,664)","55.3% (52.2%, 63.2%)"," 25,508 (24,077, 29,145)","18.8% (17.2%, 25.1%)","  8,659 (7,956, 11,559)","4.9% (4.4%, 7.7%)","  2,247 (2,020, 3,567)","94.5% (93.7%, 96.5%)","84.9% (83.4%, 89.4%)","50.5% (48.6%, 59.8%)","22.4% (21.2%, 30.5%)"
40145,35.963479,-95.5141,Oklahoma,Wagoner County,6330,"2.07 (1.96, 2.55)","58.4% (54.8%, 66.6%)","  3,695 (3,471, 4,214)","35.0% (32.2%, 43.7%)","  2,213 (2,036, 2,768)","7.2% (6.5%, 11.5%)","    457 (411, 725)","1.2% (1.0%, 2.3%)","     73 (65, 146)","85.7% (84.0%, 90.3%)","68.0% (65.9%, 76.4%)","27.3% (25.8%, 37.2%)","7.8% (7.2%, 13.3%)"
40147,36.70438,-95.906155,Oklahoma,Washington County,5117,"2.5 (2.34, 3.08)","64.8% (60.9%, 72.4%)","  3,314 (3,118, 3,706)","42.3% (38.9%, 51.2%)","  2,163 (1,989, 2,619)","11.0% (9.8%, 16.2%)","    564 (499, 828)","2.2% (1.9%, 4.0%)","    115 (98, 203)","89.8% (88.3%, 93.3%)","75.6% (73.3%, 82.4%)","36.8% (34.4%, 46.7%)","13.2% (12.0%, 19.9%)"
40149,35.290177,-98.991962,Oklahoma,Washita County,1087,"2.53 (2.35, 3.11)","65.1% (61.7%, 72.9%)","    707 (671, 792)","42.7% (39.5%, 51.6%)","    464 (429, 561)","11.3% (9.9%, 16.4%)","    123 (108, 178)","2.4% (1.9%, 4.0%)","     26 (21, 44)","90.0% (88.5%, 93.4%)","76.1% (73.6%, 82.6%)","37.6% (34.5%, 46.9%)","13.8% (12.0%, 19.9%)"
40151,36.765141,-98.868967,Oklahoma,Woods County,786,"2.6 (2.42, 3.19)","66.2% (62.8%, 73.9%)","    520 (494, 581)","43.9% (40.6%, 52.8%)","    345 (320, 415)","12.0% (10.5%, 17.1%)","     94 (82, 135)","2.5% (2.1%, 4.3%)","     20 (16, 34)","90.5% (89.1%, 93.8%)","77.1% (74.6%, 83.4%)","38.9% (35.7%, 48.2%)","14.5% (12.6%, 20.7%)"
40153,36.425619,-99.273661,Oklahoma,Woodward County,1720,"2.41 (2.25, 2.97)","65.2% (61.7%, 73.3%)","  1,121 (1,061, 1,260)","41.8% (38.4%, 51.0%)","    719 (661, 877)","10.0% (8.7%, 15.1%)","    172 (150, 259)","1.8% (1.5%, 3.3%)","     31 (26, 57)","89.3% (87.7%, 93.1%)","74.1% (71.4%, 81.4%)","33.5% (30.8%, 43.4%)","10.8% (9.4%, 16.7%)"
41001,44.703427,-117.691933,Oregon,Baker County,2123,"2.12 (1.98, 2.57)","62.3% (58.8%, 70.9%)","  1,323 (1,248, 1,505)","37.2% (34.1%, 46.5%)","    789 (724, 988)","7.0% (5.9%, 11.0%)","    148 (126, 233)","0.9% (0.8%, 1.8%)","     20 (16, 39)","86.7% (84.8%, 91.2%)","68.0% (65.0%, 76.3%)","24.8% (22.5%, 33.6%)","6.0% (5.3%, 10.0%)"
41003,44.490623,-123.426317,Oregon,Benton County,7268,"2 (1.87, 2.42)","59.2% (55.8%, 68.0%)","  4,304 (4,053, 4,942)","34.3% (31.3%, 43.4%)","  2,494 (2,276, 3,156)","6.1% (5.2%, 9.7%)","    443 (380, 701)","0.8% (0.6%, 1.6%)","     58 (46, 112)","85.0% (83.0%, 89.9%)","65.5% (62.6%, 73.9%)","22.8% (20.5%, 31.1%)","5.4% (4.6%, 8.9%)"
41005,45.160493,-122.195127,Oregon,Clackamas County,36532,"1.93 (1.8, 2.36)","56.9% (52.8%, 66.1%)"," 20,794 (19,275, 24,131)","32.5% (29.3%, 41.7%)"," 11,886 (10,698, 15,221)","5.7% (4.9%, 9.3%)","  2,094 (1,774, 3,384)","0.8% (0.6%, 1.5%)","    277 (225, 552)","83.9% (81.6%, 89.1%)","64.1% (60.9%, 73.0%)","22.3% (20.1%, 30.8%)","5.3% (4.5%, 8.9%)"
41007,46.024509,-123.705014,Oregon,Clatsop County,4381,"1.93 (1.81, 2.35)","59.2% (55.6%, 68.2%)","  2,592 (2,435, 2,987)","33.3% (30.2%, 42.8%)","  1,460 (1,325, 1,876)","5.3% (4.5%, 8.8%)","    231 (200, 386)","0.6% (0.5%, 1.3%)","     26 (22, 56)","84.2% (82.1%, 89.5%)","63.3% (60.4%, 72.6%)","19.8% (18.1%, 28.6%)","4.0% (3.6%, 7.4%)"
41009,45.941932,-123.081079,Oregon,Columbia County,4738,"1.97 (1.84, 2.42)","58.4% (54.2%, 67.5%)","  2,767 (2,570, 3,196)","33.6% (30.5%, 43.0%)","  1,594 (1,444, 2,038)","5.9% (5.1%, 9.8%)","    282 (244, 463)","0.8% (0.6%, 1.6%)","     37 (31, 77)","84.6% (82.5%, 89.7%)","64.9% (62.0%, 74.0%)","22.6% (20.6%, 31.8%)","5.3% (4.7%, 9.4%)"
41011,43.184193,-124.092557,Oregon,Coos County,8320,"2.89 (2.72, 3.51)","73.7% (70.7%, 80.2%)","  6,133 (5,878, 6,672)","50.9% (47.6%, 59.6%)","  4,238 (3,962, 4,958)","14.2% (12.8%, 20.0%)","  1,179 (1,062, 1,661)","2.9% (2.5%, 4.9%)","    238 (209, 407)","92.9% (91.8%, 95.5%)","80.5% (78.5%, 86.1%)","40.6% (38.5%, 50.4%)","14.3% (13.3%, 21.1%)"
41013,44.163054,-120.371585,Oregon,Crook County,2636,"2.45 (2.31, 2.96)","69.9% (66.6%, 77.3%)","  1,842 (1,756, 2,038)","44.8% (41.5%, 54.0%)","  1,181 (1,093, 1,424)","9.7% (8.5%, 14.6%)","    255 (225, 384)","1.4% (1.2%, 2.7%)","     38 (33, 72)","90.4% (88.9%, 93.8%)","74.3% (71.9%, 81.4%)","30.3% (28.1%, 39.9%)","8.1% (7.3%, 13.0%)"
41015,42.466671,-124.211407,Oregon,Curry County,3910,"2.12 (1.98, 2.58)","62.2% (58.9%, 70.7%)","  2,433 (2,302, 2,765)","37.2% (33.9%, 46.5%)","  1,453 (1,326, 1,817)","7.0% (6.1%, 11.0%)","    274 (237, 432)","1.0% (0.8%, 1.9%)","     38 (31, 74)","86.7% (84.8%, 91.2%)","68.1% (65.2%, 76.4%)","25.0% (22.9%, 34.1%)","6.1% (5.4%, 10.4%)"
41017,43.915118,-121.225575,Oregon,Deschutes County,17059,"1.75 (1.62, 2.14)","53.9% (49.5%, 63.7%)","  9,190 (8,452, 10,860)","28.7% (25.5%, 37.9%)","  4,897 (4,350, 6,471)","4.0% (3.4%, 7.0%)","    691 (572, 1,193)","0.4% (0.3%, 0.9%)","     71 (56, 156)","80.8% (78.2%, 87.0%)","58.4% (55.0%, 68.3%)","16.6% (14.7%, 24.4%)","3.1% (2.6%, 5.7%)"
41019,43.285904,-123.15438,Oregon,Douglas County,14099,"2.89 (2.72, 3.5)","73.3% (70.4%, 79.9%)"," 10,341 (9,932, 11,269)","50.7% (47.5%, 59.3%)","  7,146 (6,698, 8,361)","14.2% (12.7%, 19.9%)","  2,006 (1,796, 2,806)","2.9% (2.5%, 4.9%)","    412 (356, 688)","92.9% (91.8%, 95.4%)","80.5% (78.5%, 86.0%)","41.0% (38.6%, 50.4%)","14.7% (13.5%, 21.2%)"
41021,45.381666,-120.211851,Oregon,Gilliam County,260,"2.22 (2.08, 2.72)","60.8% (57.0%, 69.0%)","    158 (148, 179)","37.7% (34.5%, 46.6%)","     98 (90, 121)","8.6% (7.5%, 12.8%)","     22 (19, 33)","1.5% (1.3%, 2.7%)","      4 (3, 7)","87.4% (85.6%, 91.5%)","71.1% (68.5%, 78.4%)","31.0% (28.4%, 39.9%)","9.8% (8.5%, 14.9%)"
41023,44.496326,-119.014057,Oregon,Grant County,1142,"2.16 (2.02, 2.64)","61.2% (57.2%, 69.7%)","    699 (654, 796)","37.2% (33.9%, 46.5%)","    425 (388, 531)","7.8% (6.7%, 12.0%)","     89 (76, 137)","1.2% (1.0%, 2.3%)","     14 (11, 26)","86.9% (85.0%, 91.3%)","69.5% (66.6%, 77.4%)","28.0% (25.4%, 37.0%)","7.9% (6.8%, 12.5%)"
41025,43.064355,-118.985949,Oregon,Harney County,902,"2.2 (2.07, 2.69)","63.8% (60.3%, 72.0%)","    575 (544, 649)","38.9% (35.7%, 48.2%)","    351 (322, 435)","7.8% (6.8%, 12.2%)","     70 (61, 110)","1.1% (0.9%, 2.2%)","     10 (8, 20)","87.6% (85.9%, 91.9%)","70.0% (67.2%, 78.0%)","26.9% (24.7%, 36.6%)","7.0% (6.3%, 11.8%)"
41027,45.511775,-121.655976,Oregon,Hood River County,1851,"2.3 (2.15, 2.78)","63.3% (60.1%, 71.4%)","  1,172 (1,113, 1,321)","39.7% (36.6%, 48.6%)","    736 (677, 899)","9.0% (7.8%, 13.2%)","    167 (145, 245)","1.6% (1.3%, 2.7%)","     29 (23, 50)","88.3% (86.6%, 92.1%)","72.2% (69.5%, 79.2%)","31.3% (28.4%, 39.6%)","9.6% (8.3%, 14.2%)"
41029,42.411782,-122.675797,Oregon,Jackson County,23505,"2.72 (2.56, 3.28)","71.6% (68.6%, 78.5%)"," 16,821 (16,115, 18,445)","48.2% (45.0%, 57.0%)"," 11,334 (10,571, 13,393)","12.6% (11.2%, 17.8%)","  2,954 (2,623, 4,194)","2.4% (2.0%, 4.0%)","    560 (478, 951)","91.9% (90.7%, 94.8%)","78.4% (76.2%, 84.4%)","37.6% (35.2%, 46.8%)","12.5% (11.3%, 18.2%)"
41031,44.64379,-121.183021,Oregon,Jefferson County,2187,"2.99 (2.83, 3.62)","77.7% (74.7%, 83.6%)","  1,699 (1,635, 1,828)","54.6% (51.4%, 63.1%)","  1,193 (1,124, 1,380)","14.8% (13.4%, 21.1%)","    323 (293, 461)","2.7% (2.4%, 4.8%)","     59 (53, 105)","94.0% (93.0%, 96.2%)","81.7% (79.8%, 87.2%)","39.8% (38.1%, 50.1%)","12.8% (12.1%, 19.6%)"
41033,42.385382,-123.597245,Oregon,Josephine County,10994,"2.84 (2.67, 3.44)","72.9% (70.0%, 79.6%)","  8,020 (7,701, 8,749)","50.1% (46.8%, 58.7%)","  5,504 (5,150, 6,456)","13.7% (12.2%, 19.3%)","  1,511 (1,346, 2,124)","2.8% (2.4%, 4.6%)","    302 (261, 510)","92.6% (91.5%, 95.2%)","79.9% (77.8%, 85.6%)","40.0% (37.6%, 49.4%)","14.0% (12.7%, 20.3%)"
41035,42.683761,-121.646168,Oregon,Klamath County,7147,"2.69 (2.54, 3.26)","72.4% (69.1%, 79.2%)","  5,172 (4,941, 5,660)","48.5% (45.2%, 57.4%)","  3,467 (3,232, 4,100)","12.1% (10.9%, 17.6%)","    866 (777, 1,257)","2.1% (1.9%, 3.8%)","    153 (134, 275)","92.0% (90.7%, 94.8%)","78.0% (75.8%, 84.2%)","35.9% (33.9%, 45.8%)","11.2% (10.4%, 17.3%)"
41037,42.788401,-120.38979,Oregon,Lake County,998,"2.63 (2.47, 3.17)","72.0% (68.9%, 79.0%)","    718 (688, 788)","47.7% (44.4%, 56.7%)","    476 (443, 566)","11.4% (10.1%, 16.6%)","    114 (101, 166)","1.9% (1.6%, 3.4%)","     19 (16, 34)","91.6% (90.3%, 94.6%)","77.0% (74.7%, 83.5%)","34.1% (31.9%, 43.8%)","10.1% (9.2%, 15.6%)"
41039,43.928276,-122.897678,Oregon,Lane County,35594,"2.64 (2.48, 3.18)","70.9% (67.7%, 77.9%)"," 25,219 (24,113, 27,721)","47.1% (43.9%, 56.0%)"," 16,769 (15,610, 19,931)","11.8% (10.4%, 16.9%)","  4,184 (3,714, 6,021)","2.1% (1.8%, 3.7%)","    752 (647, 1,314)","91.5% (90.2%, 94.5%)","77.3% (75.1%, 83.5%)","35.7% (33.5%, 45.1%)","11.3% (10.2%, 16.9%)"
41041,44.641076,-123.911183,Oregon,Lincoln County,6798,"1.97 (1.85, 2.41)","59.5% (56.0%, 68.3%)","  4,042 (3,806, 4,644)","34.0% (31.0%, 43.4%)","  2,314 (2,107, 2,950)","5.7% (5.0%, 9.4%)","    388 (337, 638)","0.7% (0.6%, 1.5%)","     47 (39, 99)","84.7% (82.7%, 89.8%)","64.5% (61.7%, 73.6%)","21.3% (19.6%, 30.3%)","4.7% (4.2%, 8.4%)"
41043,44.494824,-122.543755,Oregon,Linn County,11343,"2.74 (2.58, 3.32)","72.1% (69.1%, 78.9%)","  8,177 (7,836, 8,947)","48.7% (45.5%, 57.5%)","  5,523 (5,159, 6,519)","12.7% (11.3%, 18.2%)","  1,438 (1,287, 2,063)","2.4% (2.1%, 4.2%)","    270 (235, 472)","92.1% (90.9%, 94.9%)","78.6% (76.5%, 84.6%)","37.6% (35.4%, 47.3%)","12.4% (11.4%, 18.6%)"
41045,43.1877,-117.603976,Oregon,Malheur County,2568,"3.84 (3.62, 4.61)","81.0% (78.9%, 86.1%)","  2,081 (2,026, 2,212)","61.8% (59.1%, 69.2%)","  1,586 (1,517, 1,778)","22.9% (21.0%, 29.6%)","    589 (539, 760)","6.3% (5.6%, 9.4%)","    163 (143, 243)","96.1% (95.4%, 97.5%)","88.1% (86.7%, 91.7%)","55.6% (53.0%, 63.9%)","25.9% (23.9%, 33.5%)"
41047,44.900898,-122.57626,Oregon,Marion County,26153,"3.34 (3.15, 4.02)","78.1% (75.6%, 83.7%)"," 20,424 (19,775, 21,897)","57.0% (54.1%, 64.9%)"," 14,896 (14,149, 16,982)","18.4% (16.7%, 24.7%)","  4,805 (4,357, 6,451)","4.3% (3.8%, 6.8%)","  1,128 (995, 1,782)","94.8% (94.0%, 96.7%)","84.8% (83.1%, 89.3%)","48.0% (45.7%, 57.0%)","19.4% (18.0%, 26.5%)"
41049,45.425496,-119.602311,Oregon,Morrow County,939,"2.88 (2.72, 3.47)","73.9% (70.9%, 80.4%)","    694 (666, 755)","50.9% (47.7%, 59.6%)","    478 (448, 560)","14.0% (12.6%, 19.7%)","    131 (118, 185)","2.8% (2.4%, 4.7%)","     26 (23, 44)","92.9% (91.8%, 95.4%)","80.3% (78.4%, 85.9%)","40.1% (37.7%, 49.5%)","13.8% (12.8%, 20.2%)"
41051,45.547693,-122.417173,Oregon,Multnomah County,53353,"3.11 (2.94, 3.74)","76.6% (73.9%, 82.5%)"," 40,849 (39,409, 44,028)","54.4% (51.3%, 62.7%)"," 29,043 (27,374, 33,463)","16.1% (14.7%, 22.2%)","  8,616 (7,835, 11,837)","3.4% (3.1%, 5.6%)","  1,833 (1,636, 2,999)","94.0% (93.1%, 96.2%)","82.8% (81.0%, 87.8%)","43.8% (41.8%, 53.1%)","16.2% (15.1%, 22.8%)"
41053,44.904395,-123.397329,Oregon,Polk County,7145,"2.22 (2.08, 2.71)","63.4% (60.2%, 71.6%)","  4,529 (4,298, 5,115)","38.9% (35.8%, 48.2%)","  2,783 (2,558, 3,446)","8.1% (7.1%, 12.4%)","    579 (508, 887)","1.2% (1.1%, 2.4%)","     89 (75, 168)","87.7% (86.0%, 91.9%)","70.5% (67.9%, 78.2%)","28.2% (26.0%, 37.4%)","7.7% (6.9%, 12.5%)"
41055,45.399216,-120.678512,Oregon,Sherman County,228,"2.51 (2.35, 3.05)","67.5% (64.3%, 75.0%)","    154 (147, 171)","44.0% (40.8%, 53.0%)","    100 (93, 121)","10.8% (9.4%, 15.7%)","     25 (21, 36)","2.0% (1.6%, 3.5%)","      5 (4, 8)","90.3% (88.8%, 93.6%)","75.6% (73.0%, 82.2%)","34.8% (31.9%, 43.9%)","11.3% (9.9%, 16.8%)"
41057,45.455743,-123.759327,Oregon,Tillamook County,3358,"1.79 (1.67, 2.19)","55.2% (50.9%, 64.8%)","  1,854 (1,708, 2,176)","29.8% (26.7%, 39.3%)","  1,002 (897, 1,319)","4.3% (3.7%, 7.5%)","    146 (123, 252)","0.5% (0.4%, 1.0%)","     15 (12, 34)","81.7% (79.3%, 87.7%)","59.7% (56.4%, 69.5%)","17.4% (15.6%, 25.7%)","3.3% (2.9%, 6.2%)"
41059,45.5912,-118.73388,Oregon,Umatilla County,6158,"3.56 (3.37, 4.31)","79.5% (77.2%, 84.8%)","  4,896 (4,752, 5,220)","59.3% (56.4%, 66.9%)","  3,649 (3,474, 4,119)","20.5% (18.7%, 27.1%)","  1,262 (1,152, 1,668)","5.2% (4.6%, 8.1%)","    321 (285, 497)","95.4% (94.7%, 97.1%)","86.4% (84.9%, 90.5%)","51.7% (49.4%, 60.5%)","22.4% (20.9%, 30.1%)"
41061,45.304047,-117.999136,Oregon,Union County,2766,"2.47 (2.31, 3)","65.7% (62.7%, 73.5%)","  1,818 (1,734, 2,032)","42.6% (39.4%, 51.5%)","  1,178 (1,091, 1,426)","10.6% (9.2%, 15.4%)","    293 (255, 426)","2.0% (1.7%, 3.5%)","     56 (46, 96)","89.8% (88.2%, 93.2%)","75.1% (72.5%, 81.6%)","35.0% (32.3%, 44.1%)","11.7% (10.3%, 17.4%)"
41063,45.593753,-117.18558,Oregon,Wallowa County,1019,"2.11 (1.98, 2.57)","61.7% (58.3%, 70.3%)","    628 (594, 716)","36.8% (33.8%, 46.1%)","    375 (344, 469)","7.1% (6.1%, 11.0%)","     72 (62, 112)","1.0% (0.8%, 1.9%)","     10 (8, 19)","86.5% (84.7%, 91.0%)","68.1% (65.3%, 76.2%)","25.3% (23.0%, 34.1%)","6.4% (5.5%, 10.4%)"
41065,45.164536,-121.165069,Oregon,Wasco County,2675,"2.8 (2.63, 3.37)","72.2% (69.3%, 79.0%)","  1,931 (1,853, 2,112)","49.2% (46.1%, 57.8%)","  1,316 (1,232, 1,546)","13.3% (11.8%, 18.7%)","    356 (317, 501)","2.6% (2.3%, 4.4%)","     70 (61, 118)","92.3% (91.2%, 95.0%)","79.4% (77.2%, 85.1%)","39.3% (36.8%, 48.5%)","13.6% (12.4%, 19.8%)"
41067,45.553542,-123.097615,Oregon,Washington County,38536,"2.26 (2.12, 2.74)","63.1% (59.9%, 71.2%)"," 24,305 (23,073, 27,442)","39.2% (36.1%, 48.2%)"," 15,096 (13,912, 18,571)","8.6% (7.5%, 12.9%)","  3,311 (2,879, 4,954)","1.4% (1.2%, 2.5%)","    547 (454, 980)","88.0% (86.3%, 92.0%)","71.4% (68.7%, 78.7%)","29.9% (27.5%, 38.7%)","8.8% (7.7%, 13.6%)"
41069,44.736411,-120.026875,Oregon,Wheeler County,245,"1.98 (1.85, 2.42)","59.5% (55.2%, 68.6%)","    146 (135, 168)","34.2% (30.8%, 43.8%)","     84 (75, 107)","5.8% (5.0%, 9.5%)","     14 (12, 23)","0.7% (0.6%, 1.5%)","      2 (1, 4)","84.8% (82.6%, 90.0%)","64.8% (61.8%, 73.9%)","21.7% (19.7%, 30.5%)","4.9% (4.2%, 8.4%)"
41071,45.248138,-123.316117,Oregon,Yamhill County,9016,"2.93 (2.75, 3.54)","73.1% (70.3%, 79.7%)","  6,593 (6,337, 7,183)","50.8% (47.6%, 59.2%)","  4,576 (4,293, 5,339)","14.6% (13.1%, 20.3%)","  1,318 (1,179, 1,828)","3.1% (2.7%, 5.1%)","    281 (243, 464)","92.9% (91.8%, 95.4%)","80.9% (78.9%, 86.3%)","42.1% (39.7%, 51.4%)","15.6% (14.3%, 22.2%)"
42001,39.869471,-77.21773,Pennsylvania,Adams County,10734,"1.94 (1.82, 2.36)","55.0% (51.4%, 63.4%)","  5,899 (5,516, 6,805)","32.0% (29.2%, 40.3%)","  3,440 (3,130, 4,325)","6.3% (5.5%, 9.8%)","    681 (595, 1,052)","1.0% (0.8%, 1.9%)","    107 (88, 200)","83.9% (81.9%, 88.7%)","65.5% (62.8%, 73.5%)","25.4% (23.2%, 33.9%)","7.2% (6.2%, 11.5%)"
42003,40.46892,-79.98092,Pennsylvania,Allegheny County,119100,"2.63 (2.45, 3.23)","65.4% (61.7%, 72.9%)"," 77,916 (73,474, 86,789)","43.7% (40.4%, 52.3%)"," 51,991 (48,084, 62,307)","12.3% (10.9%, 17.5%)"," 14,703 (13,022, 20,785)","2.8% (2.4%, 4.6%)","  3,320 (2,823, 5,522)","90.6% (89.2%, 93.8%)","77.6% (75.4%, 83.6%)","40.5% (37.8%, 49.8%)","16.0% (14.4%, 22.6%)"
42005,40.812379,-79.464128,Pennsylvania,Armstrong County,7681,"2.34 (2.19, 2.87)","63.2% (59.4%, 71.4%)","  4,855 (4,559, 5,483)","40.1% (36.7%, 49.1%)","  3,078 (2,819, 3,774)","9.6% (8.3%, 14.3%)","    733 (640, 1,097)","1.8% (1.5%, 3.2%)","    135 (112, 245)","88.6% (86.9%, 92.5%)","73.1% (70.6%, 80.3%)","33.0% (30.3%, 42.6%)","10.8% (9.4%, 16.5%)"
